"person_id","ER30001","ER30002","ER32000","ER32006","year","volunteer","social_media","follow_interests","resp_earn","resp_rent","resp_bills","resp_money","wb_happiness","wb_interest","wb_satisfied","wb_belong","wb_society_better","wb_people_good","wb_manage_daily","wb_trusting_rel","wb_confident_ideas","wb_life_direction","feel_failure","emp1","cc_balance","cc_value","loan_federal","loan_state","loan_private","loan_other","edu_aspiration","edu_expectation","grade_level","hs_grad","attended_college","major","health","health_compare","health_better","learning_disorder","chronic","health_insurance","race","wellbeing_emo","wellbeing_soc","wellbeing_psy","social_anxiety","enrollment","highest_edu","mother_edu","father_edu","state","age","fam_income","interview_number","sequence_number","relation_rp","wb_happiness_lag","wb_interest_lag","wb_satisfied_lag","wb_belong_lag","wb_society_better_lag","wb_people_good_lag","wb_manage_daily_lag","wb_trusting_rel_lag","wb_confident_ideas_lag","wb_life_direction_lag","feel_failure_lag","wellbeing_emo_lag","wellbeing_soc_lag","wellbeing_psy_lag","social_anxiety_lag"
"2432_47",2432,47,1,2,2021,5,1,1,0,0,0,0,6,6,6,4,2,4,6,6,6,6,1,1,1,5000,0,0,0,0,3,3,0,0,5,0,3,3,0,5,5,1,0,6,3,6,3,4,5,14,12,4,28,126600,3437,1,10,5,5,6,1,1,1,6,6,6,6,1,5,2,6,2
"2432_53",2432,53,1,2,2019,5,1,5,3,2,2,3,5,6,6,1,3,4,5,6,4,6,1,1,5,0,0,0,0,0,2,4,0,3,5,0,1,1,1,5,5,5,5,6,4,5,4,1,1,12,9,4,23,0,7184,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2432_53",2432,53,1,2,2021,5,1,1,0,0,0,0,3,2,3,1,2,2,3,2,3,2,2,3,5,0,0,0,0,0,8,0,0,3,5,0,4,3,0,5,9,5,0,3,2,3,3,1,1,12,9,4,25,12300,2409,1,10,5,6,6,1,3,4,5,6,4,6,1,6,4,5,4
"2432_53",2432,53,1,2,2023,5,2,2,0,0,0,0,4,3,2,1,2,3,6,3,3,4,1,1,5,0,0,0,0,0,1,1,0,3,5,0,1,1,1,5,5,5,0,3,2,4,0,1,1,12,9,4,27,35000,4608,1,10,3,2,3,1,2,2,3,2,3,2,2,3,2,3,3
"2432_54",2432,54,1,2,2019,5,3,2,3,3,3,3,6,6,6,6,2,3,5,6,6,6,1,1,1,700,0,0,0,0,4,4,0,0,5,0,1,1,1,5,5,1,1,6,4,6,2,4,3,14,13,32,22,38700,5335,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2432_54",2432,54,1,2,2021,5,4,3,0,0,0,0,6,6,5,6,4,4,5,5,5,6,1,1,1,3000,0,0,0,0,4,4,0,0,5,0,2,1,1,5,5,1,0,6,4,5,2,3,3,14,13,32,25,56966,6033,1,10,6,6,6,6,2,3,5,6,6,6,1,6,4,6,2
"2432_55",2432,55,1,2,2019,5,5,5,3,3,3,3,6,6,6,1,2,5,6,6,5,6,1,1,5,0,0,0,0,0,1,1,0,3,5,0,1,1,1,5,5,1,2,6,4,6,2,1,1,10,96,4,22,89010,5583,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2432_55",2432,55,1,2,2021,5,9,9,0,0,0,0,5,5,5,9,9,9,3,2,2,2,1,1,5,0,0,0,0,0,8,0,0,3,5,0,2,3,0,5,5,5,0,5,9,2,1,1,1,10,96,4,24,24728,7645,2,30,6,6,6,1,2,5,6,6,5,6,1,6,4,6,2
"2432_56",2432,56,1,2,2019,5,1,1,2,2,2,3,1,1,2,2,1,2,5,4,3,2,3,1,5,0,0,0,0,0,5,2,0,0,1,0,4,1,1,1,5,1,1,1,2,3,5,9,5,16,14,55,21,11000,7069,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2432_56",2432,56,1,2,2021,5,1,1,3,3,3,3,2,1,4,5,1,3,4,2,3,5,3,1,5,0,0,0,0,0,3,3,0,0,5,0,4,5,0,5,5,1,0,2,3,3,4,4,5,16,14,55,23,16000,4250,1,10,1,1,2,2,1,2,5,4,3,2,3,1,2,3,5
"2432_56",2432,56,1,2,2023,5,3,1,0,0,0,0,5,5,5,2,1,6,5,4,5,6,2,1,5,0,0,0,0,0,3,3,0,0,5,0,2,1,1,5,5,1,0,5,3,5,0,4,5,16,14,55,25,32000,4915,1,10,2,1,4,5,1,3,4,2,3,5,3,2,3,3,4
"2432_58",2432,58,1,2,2019,5,1,5,3,3,3,3,6,6,6,1,2,3,6,6,6,6,1,1,5,0,0,0,0,0,3,3,0,0,5,0,1,3,0,5,5,5,2,6,2,6,1,4,3,10,96,4,21,18000,9000,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2432_59",2432,59,2,2,2019,5,1,1,1,2,2,3,5,5,4,2,2,3,4,4,5,3,2,7,5,0,1,5,5,5,2,2,0,1,1,0,3,3,0,9,5,1,2,5,3,4,5,9,5,16,14,19,18,68332,5044,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2432_59",2432,59,2,2,2021,5,1,2,3,2,3,3,3,3,2,1,1,2,3,3,2,1,4,1,5,0,1,5,5,5,3,3,0,0,1,0,3,1,1,5,5,1,0,3,1,3,5,4,5,16,14,19,20,158482,7989,3,30,5,5,4,2,2,3,4,4,5,3,2,5,3,4,5
"2432_62",2432,62,1,2,2019,1,4,4,1,1,1,3,4,4,3,4,1,3,2,4,3,2,2,3,5,0,0,0,0,0,1,1,0,3,5,0,4,1,2,1,1,1,1,4,2,3,4,1,1,11,12,4,18,78000,5532,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2432_62",2432,62,1,2,2021,5,2,1,1,1,1,1,4,4,4,2,1,4,3,4,4,2,2,5,5,0,0,0,0,0,8,0,0,3,5,0,5,1,2,1,1,1,0,4,2,3,3,1,1,11,12,4,20,78900,2925,3,30,4,4,3,4,1,3,2,4,3,2,2,4,2,3,4
"2432_62",2432,62,1,2,2023,5,5,3,1,1,1,3,3,3,1,1,1,3,3,4,4,1,4,6,5,0,0,0,0,0,8,0,0,3,5,0,5,3,0,1,1,1,0,2,1,3,0,1,1,11,12,4,22,92709,5705,3,30,4,4,4,2,1,4,3,4,4,2,2,4,2,3,3
"2432_63",2432,63,2,2,2021,5,1,1,2,2,2,2,5,6,4,2,9,2,5,2,2,2,2,3,5,0,0,0,0,0,99,9,0,3,5,0,3,3,0,5,5,5,2,5,9,3,4,1,1,8,96,4,17,24728,7645,5,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2432_63",2432,63,2,2,2023,5,1,2,2,9,9,9,4,4,4,1,3,2,5,2,6,5,3,3,1,100,0,0,0,0,8,0,0,3,5,0,1,1,1,5,5,5,0,4,3,5,0,1,1,7,96,4,20,22000,7676,2,22,5,6,4,2,9,2,5,2,2,2,2,5,9,3,4
"2432_64",2432,64,2,2,2021,5,1,2,3,3,3,3,5,5,4,6,1,3,3,6,5,4,2,99,9,0,0,0,0,0,99,9,0,0,9,0,2,1,2,9,9,1,99,5,3,4,5,3,3,16,14,55,18,300,8716,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2432_64",2432,64,2,2,2023,5,1,2,3,3,3,3,4,4,3,2,3,4,2,4,4,3,3,3,5,0,0,0,0,0,2,2,0,0,5,0,2,1,2,5,5,1,1,4,3,4,0,3,3,16,14,19,19,29670,4910,1,10,5,5,4,6,1,3,3,6,5,4,2,5,3,4,5
"2432_66",2432,66,1,2,2023,5,2,1,1,1,1,2,6,3,3,3,1,1,5,4,3,2,1,99,9,0,0,0,0,0,99,9,0,9,9,0,9,9,0,9,9,9,99,4,3,4,4,99,99,7,96,4,17,137900,7488,5,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2434_33",2434,33,1,2,2019,1,4,4,2,2,1,2,5,4,5,4,3,4,4,6,5,6,1,99,9,0,0,0,0,0,99,9,0,0,9,0,9,9,0,9,9,9,99,5,3,6,4,4,3,0,0,12,20,36320,921,3,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2434_33",2434,33,1,2,2023,5,5,5,0,0,0,0,6,6,6,1,6,6,6,6,6,6,1,3,5,0,0,0,0,0,8,0,0,0,5,0,1,1,1,9,5,1,1,6,4,6,0,3,3,0,0,12,25,42360,9101,3,70,5,4,5,4,3,4,4,6,5,6,1,5,3,6,4
"2434_34",2434,34,1,2,2019,5,1,1,3,3,3,2,6,6,5,6,2,2,6,6,6,6,1,1,5,0,0,0,0,0,6,6,0,1,1,0,2,1,1,5,5,5,1,6,3,6,1,9,5,0,0,12,19,25756,1181,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2434_34",2434,34,1,2,2023,5,1,1,3,2,2,3,6,6,6,6,6,6,6,6,6,6,1,1,5,0,0,0,0,0,6,6,11,0,5,0,4,3,0,5,5,1,0,6,6,6,0,1,1,0,0,12,23,186800,6929,1,10,6,6,5,6,2,2,6,6,6,6,1,6,3,6,1
"2434_35",2434,35,1,2,2021,5,4,1,1,1,1,2,5,2,4,2,2,3,1,3,2,1,2,3,5,0,0,0,0,0,5,2,0,0,5,0,4,3,0,5,5,1,1,4,2,2,4,2,2,0,0,12,18,37100,4932,4,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2434_35",2434,35,1,2,2023,5,4,4,1,1,1,1,5,4,4,1,1,1,1,3,2,1,3,3,5,0,0,0,0,0,4,3,0,2,5,0,4,3,0,5,5,1,0,4,1,2,0,2,2,0,0,12,21,42360,9101,4,70,5,2,4,2,2,3,1,3,2,1,2,4,2,2,4
"2434_36",2434,36,2,2,2019,5,1,1,3,3,3,3,2,2,3,1,1,1,4,2,2,1,3,1,5,0,0,0,0,0,6,6,0,0,1,0,3,3,0,5,5,1,1,2,1,2,5,9,5,12,13,12,17,132980,516,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2434_36",2434,36,2,2,2021,5,1,1,3,3,3,3,4,2,1,2,1,1,4,6,6,4,4,1,5,0,0,0,0,0,6,6,0,0,1,0,3,5,0,5,5,1,0,2,1,5,5,10,5,12,13,12,19,113432,2587,4,30,2,2,3,1,1,1,4,2,2,1,3,2,1,2,5
"2434_36",2434,36,2,2,2023,5,1,1,3,3,3,3,3,1,1,1,1,3,3,3,6,1,4,1,5,0,0,0,0,0,6,6,0,0,1,0,3,5,0,5,5,1,0,2,1,3,0,10,7,12,13,12,21,54050,7558,2,22,4,2,1,2,1,1,4,6,6,4,4,2,1,5,5
"2434_37",2434,37,1,2,2021,5,1,1,1,1,1,2,5,6,4,6,3,5,4,6,6,3,3,7,5,0,0,0,0,0,1,1,0,3,5,0,4,3,0,5,5,1,1,5,4,5,5,1,1,12,13,12,17,113432,2587,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2434_37",2434,37,1,2,2023,5,1,1,1,1,1,3,6,6,5,6,4,5,4,6,6,5,2,3,5,0,0,0,0,0,8,0,0,0,5,0,2,3,0,1,1,1,0,6,5,6,0,3,3,12,13,12,20,124400,7326,3,30,5,6,4,6,3,5,4,6,6,3,3,5,4,5,5
"2435_34",2435,34,2,2,2019,5,1,1,3,3,3,3,5,5,3,1,2,4,6,4,3,2,1,1,5,0,0,0,0,0,8,0,0,0,3,9,4,5,0,5,5,1,1,4,2,4,1,6,5,12,12,6,23,44000,6065,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2435_34",2435,34,2,2,2021,5,1,1,0,0,0,0,6,6,5,6,1,5,5,5,4,5,9,99,9,0,0,0,0,0,99,9,0,0,9,0,3,1,2,9,9,1,0,6,3,5,3,4,5,12,12,6,26,134000,4565,2,22,5,5,3,1,2,4,6,4,3,2,1,4,2,4,1
"2435_34",2435,34,2,2,2023,5,4,4,0,0,0,0,6,6,5,2,1,2,6,6,6,6,1,1,5,0,0,0,0,0,8,0,0,0,5,0,3,1,1,5,5,1,0,6,2,6,0,4,5,12,12,32,27,143000,1447,2,22,6,6,5,6,1,5,5,5,4,5,9,6,3,5,3
"2435_36",2435,36,2,2,2019,5,1,1,3,1,2,3,4,5,4,2,2,2,4,4,3,3,2,3,5,0,1,5,5,5,5,5,0,0,1,0,3,3,0,5,1,1,1,4,2,3,4,10,7,16,12,49,23,249401,8890,5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2435_36",2435,36,2,2,2021,5,1,1,0,0,0,0,4,4,4,1,1,2,2,4,2,3,2,1,1,1200,0,0,0,0,6,5,14,1,1,0,1,3,0,5,5,1,0,4,2,3,4,5,7,16,12,49,25,1e+05,7085,1,10,4,5,4,2,2,2,4,4,3,3,2,4,2,3,4
"2436_37",2436,37,1,2,2019,5,1,1,0,0,0,0,5,6,6,6,1,1,6,2,6,1,2,1,1,1600,0,0,0,0,5,2,0,0,5,0,1,3,0,1,5,1,1,6,2,4,3,4,4,15,17,53,27,73130,7369,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2436_40",2436,40,1,2,2019,5,2,1,3,3,3,3,5,6,6,6,4,6,6,6,6,4,1,1,5,0,0,0,0,0,4,5,0,3,5,0,4,5,0,5,5,5,1,6,5,6,2,1,1,15,17,53,21,70000,5517,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2436_40",2436,40,1,2,2021,5,2,2,3,3,3,3,6,6,6,6,3,4,4,5,6,5,2,3,5,0,0,0,0,0,6,4,0,3,5,0,1,1,1,5,5,5,0,6,5,5,3,1,1,15,17,53,24,118000,6767,1,10,5,6,6,6,4,6,6,6,6,4,1,6,5,6,2
"2436_40",2436,40,1,2,2023,5,1,1,0,0,0,0,6,6,6,6,6,6,6,6,6,6,1,1,5,0,0,0,0,0,99,4,0,1,5,0,3,3,0,5,5,5,0,6,6,6,0,3,3,15,17,53,25,28000,6010,1,10,6,6,6,6,3,4,4,5,6,5,2,6,5,5,3
"2436_41",2436,41,2,2,2019,5,1,2,3,3,3,3,4,2,2,1,1,2,2,3,6,2,4,3,1,4000,0,0,0,0,5,5,0,0,5,0,4,3,0,5,1,1,1,3,1,4,4,4,2,15,17,53,20,2200,6167,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2436_41",2436,41,2,2,2021,5,1,1,3,3,3,3,5,6,5,5,6,3,3,6,5,5,3,1,5,0,0,0,0,0,5,5,0,0,5,0,4,3,0,5,5,1,0,5,4,5,2,2,2,15,17,53,22,10330,7440,1,10,4,2,2,1,1,2,2,3,6,2,4,3,1,4,4
"2436_41",2436,41,2,2,2023,5,1,1,3,3,3,3,5,4,2,2,2,2,2,3,4,2,2,1,5,0,0,0,0,0,2,2,0,0,5,0,4,3,0,5,5,1,0,4,2,3,0,2,2,15,17,53,24,17200,4807,1,10,5,6,5,5,6,3,3,6,5,5,3,5,4,5,2
"2436_42",2436,42,2,2,2023,1,1,2,2,1,2,3,5,6,4,1,1,4,4,6,5,1,4,7,5,0,0,0,0,0,2,2,13,1,1,0,2,3,0,5,5,1,1,5,2,4,3,9,5,14,14,48,17,131000,3845,4,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2441_37",2441,37,1,2,2019,1,2,2,2,2,2,2,4,4,3,6,2,2,5,6,5,2,1,5,1,1500,0,0,0,0,5,5,12,1,5,0,3,5,0,5,1,1,1,4,3,4,3,3,3,13,11,39,22,76000,5461,51,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2441_38",2441,38,2,2,2023,5,1,4,2,2,2,2,6,6,5,3,6,6,6,6,6,6,1,1,5,0,0,0,0,0,1,1,0,3,5,0,3,3,0,5,5,1,1,6,5,6,4,1,1,13,11,6,23,24000,7878,2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2443_31",2443,31,2,2,2019,5,5,2,0,0,0,0,4,5,4,1,1,2,2,2,2,1,2,6,5,0,0,0,0,0,8,0,0,0,5,0,4,3,0,5,5,5,1,4,1,2,4,4,5,11,12,40,28,24422,7079,2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2443_32",2443,32,2,2,2019,1,1,4,0,0,0,0,9,6,6,2,5,6,5,6,6,6,1,1,1,2000,1,5,5,5,5,5,0,0,1,0,2,3,0,5,5,1,1,9,5,6,2,11,9,16,13,40,27,60200,6366,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2443_34",2443,34,2,2,2019,5,1,2,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,1,1,5500,1,5,5,5,3,3,0,0,1,0,4,3,0,5,5,1,1,2,3,3,3,9,5,16,13,29,20,32500,6288,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2443_34",2443,34,2,2,2021,5,1,1,2,2,2,2,5,5,5,5,3,3,4,5,5,5,2,1,1,4000,1,5,5,5,5,2,0,0,5,0,4,5,0,5,1,1,0,5,3,5,4,4,5,16,13,40,22,29200,6055,1,10,2,2,2,2,3,3,3,3,3,3,3,2,3,3,3
"2443_34",2443,34,2,2,2023,1,1,1,0,0,0,0,6,6,6,6,2,2,4,5,5,5,1,6,5,0,0,0,0,0,5,2,0,0,1,0,4,5,0,5,5,1,0,6,3,5,0,5,7,16,13,40,24,16000,4612,2,20,5,5,5,5,3,3,4,5,5,5,2,5,3,5,4
"244_31",244,31,2,2,2019,1,1,1,2,1,1,3,3,3,2,5,1,2,4,2,2,2,4,3,1,500,0,0,0,0,4,4,0,0,1,0,4,5,0,5,1,1,3,3,3,4,4,9,5,12,96,17,21,10000,1142,51,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244_31",244,31,2,2,2021,5,1,1,2,1,2,2,2,2,1,1,1,1,2,3,4,4,4,3,1,700,0,0,0,0,3,3,0,0,5,0,2,1,1,5,5,1,0,2,2,4,4,5,7,12,96,17,24,48000,8552,2,20,3,3,2,5,1,2,4,2,2,2,4,3,3,4,4
"244_31",244,31,2,2,2023,5,2,1,0,0,0,0,1,2,1,1,1,1,1,1,2,1,4,1,1,300,0,0,0,0,2,3,0,0,5,0,1,1,1,5,5,5,0,1,1,2,0,5,7,12,96,17,25,145385,95,1,10,2,2,1,1,1,1,2,3,4,4,4,2,2,4,4
"2455_32",2455,32,1,2,2019,1,1,1,2,1,2,3,5,6,6,6,5,5,6,6,6,6,1,1,5,0,0,0,0,0,6,6,17,1,3,14,2,1,2,5,5,1,1,6,5,6,3,6,9,16,17,24,21,755000,7777,4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2455_32",2455,32,1,2,2021,5,1,1,3,3,3,3,5,6,5,6,4,4,5,5,5,6,1,1,5,0,0,0,0,0,6,5,0,0,1,14,2,3,0,5,5,1,0,5,5,6,3,6,9,16,17,24,24,68506,7239,1,10,5,6,6,6,5,5,6,6,6,6,1,6,5,6,3
"2455_32",2455,32,1,2,2023,5,1,2,0,0,0,0,5,5,4,3,3,4,4,4,3,5,2,1,5,0,0,0,0,0,6,4,0,0,5,0,2,1,2,5,5,1,0,5,4,4,0,6,9,16,17,24,25,105060,4534,1,10,5,6,5,6,4,4,5,5,5,6,1,5,5,6,3
"2455_33",2455,33,2,2,2019,1,1,1,1,1,1,3,5,5,5,6,3,3,5,6,6,5,1,7,5,0,0,0,0,0,6,5,0,1,1,0,2,1,2,1,1,1,1,5,4,5,3,9,5,16,17,24,17,755000,7777,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2455_33",2455,33,2,2,2021,1,1,1,2,1,1,2,4,5,3,4,3,4,4,5,5,4,2,7,5,0,0,0,0,0,5,5,0,0,1,0,3,5,0,1,1,1,0,4,3,5,3,9,5,16,17,6,19,1403500,3070,51,30,5,5,5,6,3,3,5,6,6,5,1,5,4,5,3
"2455_33",2455,33,2,2,2023,1,1,1,1,1,1,2,4,5,5,5,2,5,5,4,5,5,1,7,5,0,0,0,0,0,5,5,16,1,1,0,2,3,0,1,1,1,0,5,4,5,0,9,5,16,17,10,21,480000,6295,51,30,4,5,3,4,3,4,4,5,5,4,2,4,3,5,3
"245_35",245,35,2,2,2019,1,1,1,1,3,2,2,4,4,4,4,3,3,4,4,5,3,4,7,5,0,1,5,5,5,5,9,0,0,1,0,4,3,0,5,5,1,3,4,3,4,3,9,5,12,15,47,21,165100,9003,51,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245_35",245,35,2,2,2021,5,1,1,1,1,2,2,5,5,5,5,3,3,4,5,5,5,1,6,1,200,1,5,5,5,6,6,0,0,1,5,3,3,0,5,5,1,0,5,4,5,3,6,9,12,15,47,23,5000,7909,1,10,4,4,4,4,3,3,4,4,5,3,4,4,3,4,3
"245_36",245,36,1,2,2023,1,1,1,3,1,1,3,6,6,6,5,1,2,6,6,6,6,1,7,5,0,5,1,5,5,5,5,0,1,1,0,1,3,0,5,5,1,1,6,3,6,1,9,5,12,17,34,18,241600,5268,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2461_173",2461,173,1,3,2019,5,2,4,0,0,0,0,2,2,2,1,1,1,3,2,4,3,2,7,5,0,1,5,5,5,2,2,0,0,1,0,3,3,0,5,1,1,1,2,1,4,2,9,5,14,12,47,26,68004,5891,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2461_32",2461,32,1,2,2021,5,3,4,0,0,0,0,5,6,6,3,2,4,5,3,5,6,1,1,5,0,0,0,0,0,8,0,0,0,5,0,2,3,0,5,5,1,1,6,3,5,2,3,3,12,14,41,24,30075,7202,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2461_32",2461,32,1,2,2023,1,1,1,0,0,0,0,6,6,5,5,4,5,5,5,5,5,1,1,5,0,0,0,0,0,8,0,0,0,1,0,3,1,2,5,5,5,0,6,5,5,0,4,3,12,14,41,26,39520,4173,1,10,5,6,6,3,2,4,5,3,5,6,1,6,3,5,2
"2461_33",2461,33,1,2,2019,5,1,1,3,2,2,3,6,5,5,5,5,5,6,6,6,6,1,3,1,400,0,0,0,0,8,0,0,0,5,0,2,1,1,5,5,1,1,5,5,6,1,4,3,12,14,41,22,131050,5790,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2461_33",2461,33,1,2,2021,5,1,1,0,0,0,0,6,6,5,6,5,5,6,6,6,6,1,1,5,0,0,0,0,0,8,0,0,0,5,0,2,3,0,5,5,1,0,6,5,6,1,3,3,12,14,41,24,50000,7116,1,10,6,5,5,5,5,5,6,6,6,6,1,5,5,6,1
"2461_33",2461,33,1,2,2023,5,1,5,0,0,0,0,6,6,6,6,6,6,5,6,6,6,1,1,5,0,0,0,0,0,8,0,0,0,5,0,3,3,0,5,5,5,0,6,6,6,0,3,3,12,14,41,26,55000,6858,1,10,6,6,5,6,5,5,6,6,6,6,1,6,5,6,1
"2464_32",2464,32,2,2,2019,5,1,1,3,3,3,3,5,5,5,5,5,4,5,5,5,4,2,1,1,900,0,0,0,0,8,0,0,0,3,0,2,3,0,5,5,1,1,5,5,5,5,4,3,12,96,39,23,20000,1131,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2464_32",2464,32,2,2,2021,5,1,3,0,0,0,0,5,5,5,4,4,4,4,3,4,3,1,1,1,1500,0,0,0,0,2,4,0,0,5,0,2,3,0,5,5,5,0,5,4,4,3,3,3,12,96,39,25,30000,936,1,10,5,5,5,5,5,4,5,5,5,4,2,5,5,5,5
"2464_32",2464,32,2,2,2023,5,2,2,0,0,0,0,5,5,5,4,4,4,4,4,4,4,1,1,1,4000,0,0,0,0,8,0,0,0,5,0,1,3,0,5,5,1,0,5,4,4,0,3,3,12,96,39,27,38000,651,1,10,5,5,5,4,4,4,4,3,4,3,1,5,4,4,3
"2464_33",2464,33,2,2,2019,1,1,2,2,2,2,2,2,2,2,2,2,5,5,2,2,2,4,3,5,0,1,5,1,5,5,5,0,0,1,0,3,5,0,5,5,1,1,2,2,4,5,9,5,12,12,51,19,140700,188,51,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2464_33",2464,33,2,2,2021,1,2,3,2,2,2,3,2,2,2,2,2,3,2,1,1,1,4,7,5,0,1,5,5,5,5,5,0,0,1,0,4,5,0,5,5,1,0,2,2,2,4,9,5,12,12,36,21,116002,437,51,30,2,2,2,2,2,5,5,2,2,2,4,2,2,4,5
"2464_33",2464,33,2,2,2023,5,1,2,3,1,2,3,3,2,2,1,1,5,3,3,6,1,3,1,1,615,1,5,1,5,6,5,19,1,1,11,2,3,0,5,1,1,0,2,2,4,0,6,9,12,12,51,23,214258,736,5,30,2,2,2,2,2,3,2,1,1,1,4,2,2,2,4
"2464_34",2464,34,2,2,2019,5,1,1,1,1,1,1,5,6,4,3,4,5,5,4,4,3,1,7,5,0,0,0,0,0,5,2,0,1,1,0,1,3,0,5,5,1,1,5,4,4,3,9,5,12,12,51,18,140700,188,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2464_34",2464,34,2,2,2021,5,1,1,3,1,2,3,5,5,5,2,3,9,5,4,5,5,1,1,5,0,1,5,5,5,8,0,0,1,1,0,2,3,0,5,5,1,0,5,9,5,3,4,5,12,12,51,20,116002,437,3,30,5,6,4,3,4,5,5,4,4,3,1,5,4,4,3
"2464_34",2464,34,2,2,2023,1,1,1,1,1,3,3,6,6,5,2,2,2,3,5,6,4,1,1,1,600,5,1,5,5,2,1,0,0,5,0,2,3,0,5,5,1,0,6,2,5,0,4,5,12,12,51,22,214258,736,3,30,5,5,5,2,3,9,5,4,5,5,1,5,9,5,3
"2468_30",2468,30,2,2,2019,5,1,2,0,0,0,0,6,6,5,5,4,3,6,6,6,5,1,1,5,0,0,0,0,0,8,0,0,0,5,0,3,3,0,5,5,1,1,6,4,6,4,4,3,14,12,5,27,46000,9066,2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2469_33",2469,33,1,2,2019,5,1,1,2,2,2,3,5,5,5,5,5,5,5,5,5,5,1,7,5,0,1,5,5,5,6,6,0,1,1,0,2,3,0,5,5,1,1,5,5,5,5,9,5,14,17,5,18,159200,6628,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2469_33",2469,33,1,2,2021,5,1,3,3,3,3,3,5,5,5,4,1,3,4,4,4,4,2,1,5,0,1,5,5,5,6,6,0,1,1,0,3,3,0,5,5,1,0,5,3,4,4,11,5,14,17,5,20,160300,5250,51,30,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5
